run,type,module,name,attrname,attrvalue,value
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium.communicationCache,typename,,,"""inet.physicallayer.wireless.common.communicationcache.VectorCommunicationCache"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium.communicationCache,displayStringTextFormat,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.radioMedium.communicationCache,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,typename,,,"""inet.physicallayer.wireless.ieee80211.packetlevel.Ieee80211ScalarRadioMedium"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,displayStringTextFormat,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.radioMedium,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,physicalEnvironmentModule,,,"""physicalEnvironment"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,signalAnalogRepresentation,,,"""scalar"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.radioMedium,signalAnalogRepresentation,enum,"unitDisk,scalar,dimensional",
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,rangeFilter,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,radioModeFilter,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,listeningFilter,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,macAddressFilter,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,recordTransmissionLog,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,recordReceptionLog,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.radioMedium,sameTransmissionStartTimeCheck,,,"""error"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.radioMedium,sameTransmissionStartTimeCheck,enum,"ignore,warning,error",
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].radioIn[0].channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,typename,,,"""inet.mobility.static.StationaryMobility"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,displayStringTextFormat,,,"""p: {position}\nv: {velocity}"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,subjectModule,,,"""^"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,coordinateSystemModule,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,updateDisplayString,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMinX,,,-inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMinX,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMinY,,,-inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMinY,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMinZ,,,-inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMinZ,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMaxX,,,inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMaxX,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMaxY,,,inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMaxY,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,constraintAreaMaxZ,,,inf m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,constraintAreaMaxZ,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialX,,,260m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialX,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialY,,,200m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialY,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialZ,,,0m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialZ,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialLatitude,,,nan deg
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialLatitude,unit,deg,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialLongitude,,,nan deg
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialLongitude,unit,deg,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialAltitude,,,0m
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialAltitude,unit,m,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialHeading,,,0deg
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialHeading,unit,deg,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialElevation,,,0deg
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialElevation,unit,deg,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initialBank,,,0deg
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].mobility,initialBank,unit,deg,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,initFromDisplayString,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].mobility,updateFromDisplayString,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].interfaceTable,typename,,,"""inet.networklayer.common.InterfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].interfaceTable,displayStringTextFormat,,,"""{numInterfaces} interfaces"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].interfaceTable,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].interfaceTable,displayAddresses,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,typename,,,"""inet.common.MessageDispatcher"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].cb,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,forwardServiceRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,forwardProtocolRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,interfaceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,serviceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].cb,protocolMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,typename,,,"""inet.common.MessageDispatcher"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].bl,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,forwardServiceRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,forwardProtocolRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,interfaceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,serviceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].bl,protocolMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,typename,,,"""inet.common.MessageDispatcher"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].li,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,forwardServiceRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,forwardProtocolRegistration,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,interfaceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,serviceMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].li,protocolMapping,,,{}
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].lo.upperLayerOut.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].lo,typename,,,"""inet.linklayer.loopback.Loopback"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].lo,displayStringTextFormat,,,"""rcv:{numRcvdOK} snt:{numSent}"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].lo[0].lo,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].lo,interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0].lo,mtu,,,4470B
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].lo[0].lo,mtu,unit,B,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0],typename,,,"""inet.linklayer.loopback.LoopbackInterface"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0],displayStringTextFormat,,,"""%a (%i)\n%m"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].lo[0],displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0],recordPcap,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0],numPcapRecorders,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].lo[0],interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].radioIn.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].llc.upperLayerOut.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].classifier.out.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,typename,,,"""inet.linklayer.ieee80211.mib.Ieee80211Mib"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,displayStringTextFormat,,,"""Address: {address}{ssidStr}\n{modeStr}{stationTypeStr}{qosStr}{associatedStr}"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mib,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,radioModule,,,"""SingleBssNetwork.host[0].wlan[0].radio"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,bssBasicRateCodes,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtLdpc,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htLdpc,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htSecondaryChannelOffset,,,"""none"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mib,htSecondaryChannelOffset,enum,"none,above,below",
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htMaxMcs,,,7
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htShortGi20,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htShortGi40,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htMaxNss,,,4
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,htProtectionMode,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heLdpc,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heTwtRequester,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heTwtResponder,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heBroadcastTwt,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heDynamicFragmentationLevel,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heOmControl,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heTwoNav,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heErBss,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heNdpFeedbackReport,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heMultiTidAggregationRx,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heMultiTidAggregationTx,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heBssColor,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heDefaultPeDurationUs,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heDlMuMimoBeamformer,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heDlMuMimoBeamformee,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heFullBandwidthUlMuMimo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,hePartialBandwidthUlMuMimo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heSoundingDimensions,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heBeamformeeSts20Mhz,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heBeamformeeStsAbove20Mhz,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heFeedbackMode,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heMaxMcs,,,11
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,heMaxNss,,,8
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtLdpc,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtDlOfdma,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtUlOfdma,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtDlMuMimo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtUlMuMimo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,eht4096Qam,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtDup6GHz,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtPreamblePuncturing,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtMlo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtStr,,,true
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtNstr,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtEmlsr,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtEmlmr,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtMaxMcs,,,13
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtMaxNss,,,8
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtOperatingChannelWidth,,,2e+07Hz
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mib,ehtOperatingChannelWidth,unit,Hz,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtDisabledSubchannelBitmap,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtBasicMcsNss,,,0
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,ehtMcs15Disabled,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMaxMcs,,,9
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMaxNss,,,8
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMaxAmpduLengthExponent,,,7
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtShortGi80,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtShortGi160,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtBeamforming,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMuMimo,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtSuBeamformer,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtSuBeamformee,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtBeamformeeSts,,,2
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtSoundingDimensions,,,2
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMuBeamformer,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mib,vhtMuBeamformee,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].llc,typename,,,"""inet.linklayer.ieee80211.llc.Ieee80211LlcLpd"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].llc,displayStringTextFormat,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].llc,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].llc,registerProtocol,,,false
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].classifier,typename,,,"""inet.linklayer.common.ExampleQosClassifier"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].classifier,displayStringTextFormat,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].classifier,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,typename,,,"""inet.linklayer.ieee80211.mgmt.Ieee80211MgmtStaSimplified"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,displayStringTextFormat,,,""""""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mgmt,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,accessPointAddress,,,"""10:00:00:00:00:00"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,interfaceTableModule,,,"""SingleBssNetwork.host[0].interfaceTable"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,mibModule,,,"""SingleBssNetwork.host[0].wlan[0].mib"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,macModule,,,"""SingleBssNetwork.host[0].wlan[0].mac"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mgmt,radioModule,,,"""SingleBssNetwork.host[0].wlan[0].radio"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,typename,,,"""inet.linklayer.ieee80211.mac.queue.PendingQueue"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,displayStringTextFormat,mutable,,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,packetCapacity,,,100
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,dataCapacity,,,-1b
VhtMcs8_256QAM-1-20260808-12:40:38-38612,attr,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,dataCapacity,unit,b,
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper"""
VhtMcs8_256QAM-1-20260808-12:40:38-38612,param,SingleBssNetwork.host[0].wlan[0].mac.dcf.channelAccess.pendingQueue,comparatorClass,,,"""inet::ieee80211::MgmtOverDataComparator"""
